id,is_public,name,description,start_date,price,is_accept_offers,shipping_details,advert_details,currency_id,trading_type_id,animal_type_id,actual_close_date,is_auction,planned_close_date,price_unit,actual_sell_price,business_unit_id,created_at,created_by_id,updated_at,status,breeding_status,is_bvd_free,is_tb_free,is_wet_checked,pedigree_status,declared_animals_count,meta_data,is_carcass,from_want_id,grading_file,share_type,from_offer_id,accepted_offer_id,pre_movement_test_date,tb_requirements,tac_accept_record_id,expires_at,delivery_address_id,reference_code,is_breedr_guaranteed,price_per_kg_on_creation,category_of_sale_id
1112,true,LOTNAME,,2022-08-15 09:17:01,440.0,true,,,1,4,3,,false,,HEAD,22440.0,3117,2022-08-15 09:17:01.326458,5186,2022-09-01 15:48:10.535407,BREEDR_MADE_PAYMENT,,true,true,true,NONE,51,"{""animalAge"": {""max_dob"": ""2021-04-05T00:00:00Z"", ""min_dob"": ""2021-02-11T00:00:00Z""}}",false,,,EVERYONE,,8033,2022-08-31 23:00:00,REQUIRE_PRE_MOVEMENT,,2022-09-25 23:59:59,3176,BREEDR XXXXXXXX,false,1.25,3
