id,is_active,business_unit_id,supply_chain_id,modified_at
0,1b818c78-d69e-4f4b-88d6-a045fcde8de0,true,3117,cb4af28e-70b5-48f3-993d-54c662b191ff,2023-05-15 10:13:21.110731
