id,name,description,city,postcode,business_type_id,country_id,background_photo,farm_id,profile_photo,currency_id,address,mobile,phone,trading_plan_id,address_extra,county,house_number,employee_cnt,system_data,location_data,point_location,vat_rate,holding_id,organisation_id,kill_out,can_create_rfl,enable_bcms_push_transactions,regulatory_system_id,growth_stage,is_organic,region,carcass_grading_extractor,market_type,tb_status,date_joined,guid,company_id,is_demo
3117,A Farm,,,,1,8,,,,1,,,,,,,,,"{""hubspot_id"": ""*"", ""registration_animals_count"": ""200-499"", ""registration_business_specialization"": [""STORES"", ""SUCKLER_HERD""]}",,,0,00/000/0000,3058,52,TRUE,FALSE,3,"{SUCKLER,STORE}",,,,{BEEF},,2021-07-26,db6ca982-86d4-4c40-a8fd-7b3252e07a44,,FALSE
