id,char_value,int_value,animal_id,tag_id
10e6e9e2-30d9-4a6a-ad7a-4b03ca961b26,,0,d4275e18-239e-4fda-a44b-647e248a73e2,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
177a9a05-d915-4304-8610-b5dc85496162,,0,acf4d7a0-71c0-47df-816c-f329c66d204b,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
84964478-659f-4124-8868-abd44aaca9f6,,0,797565bb-9968-444b-9af2-9eac79ca44c6,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
75e2dfaa-31dd-4cc6-ad67-9d9bb28dbac6,,0,9a5d8d16-4004-4585-b500-3484bf8d8cd2,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
ff79f475-1c56-44f7-8556-7640af0cacc5,,0,3dde5fe3-7132-49f8-8373-deae64b515a6,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
6b5dc66b-ddef-4918-aa9a-b97cf0041656,,0,307b6a1b-c728-4bcc-acf4-136f654b4c79,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
9cea47eb-6239-43d8-a9ba-bd3939ad3248,,0,ea36d045-53e6-4411-a6ae-bd9a9ddc3678,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
b083309b-7915-40ba-b963-5cd686c2a21b,,0,204f1a14-0a08-4e81-8d01-bbd8984e47dd,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
69a6b029-c306-4115-a9e9-d4e837eedc30,,0,d135f560-fce2-4697-8472-475fa113bfa5,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
aa9ca92c-823c-40fa-afcf-646f57f6571e,,0,599b5295-1660-48f7-8b1b-61494fe7fb8f,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
3787f25d-914a-4428-b8a5-3f92c571d6b5,,0,4ffa997c-8b3e-40af-a6d4-e806b0acef59,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
63dc1c16-181d-49ef-8a2d-49ef2d51dc4c,,0,cd754558-e60b-4a7a-9aa5-4b729fb8add9,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
ed5e6055-21c7-4664-adb7-b0593021c259,,0,52986aaa-9c04-4bfa-bfa1-4f19f07681cf,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
d605c76c-0c10-48b9-b5c7-e39577c73ba7,,0,a4e4c0c0-632c-43f9-8421-8fe59205c796,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
d8b09bbf-372a-4eb7-987f-dab144b5693b,,0,417225e4-d671-486f-853e-685e0fa8c4d1,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
9a9bad3c-ba13-4cc9-a904-b06d58626fc0,,0,9af8f6ea-f849-467f-852a-906c756939c5,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
8b163e3b-746b-4264-8e06-7a6ba1372d61,,0,a080d453-0391-4fc0-a77a-0c6e2ccad31c,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
96366b0a-8cd5-4251-bbaf-3cb5cd00014e,,0,771c01c2-a602-4d4c-a343-f35d6c78ec19,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
15159db5-97d4-44b9-b86b-3f1aa1e4f5e5,,0,e96b5f3d-1e36-4ce6-b1c1-d4a0d88a8fed,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
953542f3-e25c-4a65-835d-ef41b2474971,,0,8b9c0475-b9bc-4ba3-9502-ccd88983b7eb,f04f581a-d34c-4a62-8b0d-5d3efbbb19a3
