animal_id,brucellosis_id,trich_id,tsu_barcode,pedigree_id,tattoo,herd_dogg_id,uhf_id,breedr_id,alternative_id
cc97acc9-d5e1-4c95-bca4-d9f54745241b,,,,,,,,B-230M-GB037K-8BMWVL,
9bfed2f7-1cea-446e-b86a-b5ced5720a1c,,,,,,,,B-230S-GB037K-FMMGNX,
25de4b95-2102-48b0-94f2-e559a3315bb9,,,,,,,,B-230V-GB037K-3WRCC9,
ee6baaff-0973-4bbd-950a-25e1b8fd9ffc,,,,,,,,B-230B-GB037K-TS2JY3,
c8e42b20-ae5c-4776-8eed-8b0bf6db4837,,,,,,,,B-230T-GB037K-6LL5GQ,
04212631-8e5c-4b25-ba7a-46f608d2c31a,,,,,,,,B-2304-GB037K-KH13R3,
2b8f33e6-c262-4e13-89a5-ad6f60c10e4b,,,,,,,,B-230J-GB037K-9Q4530,
aeff3779-3e3a-4ba0-abfc-64b83070cfe9,,,,,,,,B-2303-GB037K-PZYMZT,
ce4d4f46-2b0a-4a6e-9ab5-679659c5557a,,,,,,,,B-230T-GB037K-LZT3TF,
e3824554-5f89-43a0-96ca-e64b62e6143b,,,,,,,,B-230P-GB037K-GX42MD,
7ad825f6-4188-4edb-b60b-790ac40d82a5,,,,,,,,B-230G-GB037K-HM5KQT,
b676c359-5cc0-4f2f-b58f-377d679b4124,,,,,,,,B-2300-GB037K-CS821D,
e1754e28-0e68-4d56-870e-727df663e608,,,,,,,,B-230Z-GB037K-7GZY53,
27a97a67-7d30-404c-b29d-e4c4eca9b907,,,,,,,,B-2303-GB037K-0JTYF9,
1e4c1a5b-fdf3-4a86-a5e6-fb3ed7a43b25,,,,,,,,B-230X-GB037K-VH5NH5,
cf12198f-555e-48f1-a9ca-bc482f9cd004,,,,,,,,B-230Z-GB037K-G8PVSV,
24961180-84c7-4b60-b86d-37c01b72f9b5,,,,,,,,B-2308-GB037K-PS76RJ,
e94e99fc-298f-4651-9671-979d8af3d478,,,,,,,,B-230P-GB037K-M6Y48F,
b036f307-872d-442c-b59b-a9ff98733ced,,,,,,,,B-2301-GB037K-PHFFDJ,
60abe2c3-a4a2-45a0-a1ac-6c050a23edc5,,,,,,,,B-230C-GB037K-L3LBC9,
a1075b21-93bf-4250-83a2-27a2f1dfc7f7,,,,,,,,B-2309-GB037K-TZBB7J,
22a008b4-b9bd-45de-a1e6-3c3f9d0d67a1,,,,,,,,B-2308-GB037K-ZCQKD5,
1979ed3c-5f0a-434b-915d-2eab9ada0d43,,,,,,,,B-230F-GB037K-244RQJ,
d61092eb-216c-4c4f-b9c8-85a0fef2b465,,,,,,,,B-2300-GB037K-2X5J9Y,
e96b5f3d-1e36-4ce6-b1c1-d4a0d88a8fed,,,,,,,,B-230M-GB037K-MRF2H5,
e0bc14ed-8f14-4403-bd13-5097c0f57c10,,,,,,,,B-230Z-GB037K-1H42TB,
447091a5-26c1-4bd2-9d54-fc7229758fbb,,,,,,,,B-2300-GB037K-RGGSMV,
60e674d0-e1d3-420f-8dcb-d467ab8de307,,,,,,,,B-230G-GB037K-CT49TY,
9e810985-cab7-43af-ab09-ff946d35d20d,,,,,,,,B-230R-GB037K-344KN2,
2990acf6-d45e-490e-a3c3-cf58884af2ab,,,,,,,,B-230D-GB037K-0P8VXL,
a0c9510e-bbef-4a50-89f7-3db75430a02e,,,,,,,,B-230W-GB037K-3HB36K,
7d44c101-31d9-40d5-a2a0-dd0bc28a8aa5,,,,,,,,B-230B-GB037K-76GPVT,
1d721d65-e6f3-4fb5-a2aa-c193c76e82b9,,,,,,,,B-2301-GB037K-XQLJ7Z,
f3ca58cb-dfc6-4de1-940a-43154284ff55,,,,,,,,B-230Y-GB037K-TDTY3S,
49201496-8697-4960-9e63-6268ecbb4f91,,,,,,,,B-230P-GB037K-9TC4DL,
12c02466-05e7-4de5-a0e5-c271f0522dec,,,,,,,,B-2307-GB037K-H33Q3M,
8d33ddcf-e011-4c86-87fb-b6e45db15bc6,,,,,,,,B-230C-GB037K-Q63X91,
218bd92e-ebd1-4a38-b41f-16ad4f9033e7,,,,,,,,B-230C-GB037K-JFB2DJ,
3b4ca14d-4bd1-4655-a954-61436997b82d,,,,,,,,B-230P-GB037K-CT6213,
a05c4d98-4083-4591-b168-f13b68fb3716,,,,,,,,B-230V-GB037K-MXRSQZ,
e7b103eb-7c35-4016-938c-70b1d021c2ef,,,,,,,,B-230R-GB037K-MNG95G,
5d64573c-b720-4dca-a8b0-19744d9b4246,,,,,,,,B-230D-GB037K-MBWTSW,
d3c04f95-a07c-4a82-9834-1d0a55b29350,,,,,,,,B-230Z-GB037K-RDPZT8,
74927492-8cbb-4407-bdb9-f0925032cf04,,,,,,,,B-230Q-GB037K-15B48P,
b6f9888b-3cdd-4836-9eaf-8547b5545a71,,,,,,,,B-230L-GB037K-86V9N7,
52986aaa-9c04-4bfa-bfa1-4f19f07681cf,,,,,,,,B-230J-GB037K-D8H0FV,
acc88bb0-1086-4949-8a1b-eb06ca314923,,,,,,,,B-230H-GB037K-JDL63L,
dc2df3cb-1e9f-4439-a29d-65eec0e61960,,,,,,,,B-2306-GB037K-1XZSQP,
92791ba9-9ef0-428c-8491-94a3d68cd64c,,,,,,,,B-230G-GB037K-3F3PQB,
769df82a-1233-4165-9f29-f4673d49c1e6,,,,,,,,B-230S-GB037K-Y6X3RS,
429ecd7c-7c76-4a7e-8ea2-a84b6db136b4,,,,,,,,B-2309-GB037K-LCD7C8,
ecb4d09b-7f83-4b96-9596-74e087374223,,,,,,,,B-230Y-GB037K-DLVVVB,
d2a853cd-413f-4703-a2e0-b2fc553248df,,,,,,,,B-2309-GB037K-2HZY1P,
95bda01a-68a3-4e83-bf41-7061aa9380de,,,,,,,,B-230R-GB037K-08QZ1N,
b0a43288-4f4e-4143-b8ca-29a7a2068c3b,,,,,,,,B-230M-GB037K-D66FSJ,
3ffa7e4d-232c-4d1d-b146-90ea8aa42803,,,,,,,,B-2309-GB037K-TW8JWV,
9cd00ee2-afcb-4465-b229-398e609e3a0d,,,,,,,,B-2308-GB037K-7X151S,
eecdebfc-1721-4d03-8a68-a0c5f7e16a6f,,,,,,,,B-2304-GB037K-CQSPH0,
2d547d66-b293-45b0-8dee-cf7e72a7add9,,,,,,,,B-230V-GB037K-8TXXR3,
cd4edef4-67ec-425d-8cf4-2d8c827043a0,,,,,,,,B-2307-GB037K-VVDNB2,
6716355e-e48b-493c-beeb-94f1da2812b6,,,,,,,,B-230V-GB037K-T5M004,
968f5f5c-eef0-454b-b390-1ae709a44463,,,,,,,,B-230L-GB037K-FFS3K6,
6a72e8a9-243f-4aaf-b84c-7bfffae2e6f4,,,,,,,,B-230G-GB037K-JP11NF,
aaef8b89-3f92-4e01-af76-a83fcecfe24d,,,,,,,,B-2304-GB037K-XCJYMP,
8e899911-5d88-4ff5-bf15-7f86902cbdc3,,,,,,,,B-230P-GB037K-3LNW92,
426d14b9-0224-42f6-a8c1-06220e03d3cc,,,,,,,,B-230P-GB037K-1VJPG1,
95e09ba6-f69a-4909-bce0-2b5920286336,,,,,,,,B-230F-GB037K-C1LL1Q,
772e9de5-97ee-40e8-a68a-bea8a93d162b,,,,,,,,B-2301-GB037K-NJMT91,
2beefdc0-2da5-4ae5-9880-8b20ff078794,,,,,,,,B-2307-GB037K-64X24P,
45b260cd-2b03-4a07-9632-d27f4845dcc0,,,,,,,,B-230Z-GB037K-4S263L,
db8e96cd-8a53-43b8-a241-6cebe548edc1,,,,,,,,B-2305-GB037K-TQRK34,
4df4bf16-ae17-462f-8f08-d54c9155eea1,,,,,,,,B-230J-GB037K-DMSJ4Z,
6d596a9e-5671-4d92-aa86-a249ea51bada,,,,,,,,B-230W-GB037K-P9BZ69,
e134f42f-b4b1-4c33-9919-e87ffe054202,,,,,,,,B-230P-GB037K-64Q6YD,
100df59b-ccad-4d8e-903d-1734692290b9,,,,,,,,B-230Y-GB037K-ZVS3HN,
de3527e5-ed46-41e0-9fb8-0166a9e21fe6,,,,,,,,B-230H-GB037K-5FWK38,
85dba3b1-819b-4c61-b64c-9584d64f9236,,,,,,,,B-2300-GB037K-7FSJP8,
4db75807-35e2-485f-a7b2-612e30fec7be,,,,,,,,B-230Z-GB037K-5R5Y6N,
5b682352-bfa0-4c57-9453-fd82e84a1a24,,,,,,,,B-2304-GB037K-0MY446,
2e563ecc-c663-443a-a3bb-759f257a3a84,,,,,,,,B-230T-GB037K-0FJHSH,
a4236c6f-f859-4557-95d7-939805fc4c6d,,,,,,,,B-230D-GB037K-R15JM6,
3e8f638b-9280-49e7-82e8-bb295905f0dd,,,,,,,,B-230B-GB037K-XP97JL,
301a1f85-f5c2-4263-b30b-f9434e1eb459,,,,,,,,B-230N-GB037K-CJ7FCN,
e372da76-027c-47f6-a629-7bd21120a292,,,,,,,,B-230Z-GB037K-MHV3GC,
6e05d9d5-6117-4125-9f4f-e822e8849b14,,,,,,,,B-2303-GB037K-R0ZX0C,
d3cd4678-7a06-4fbf-a34f-840eaa69dc25,,,,,,,,B-230X-GB037K-ZSKD5Y,
1c0ac02e-1e62-4e52-a9d9-bbc379971ee1,,,,,,,,B-230F-GB037K-SBZ3Y6,
be024e02-4d8d-4f7b-9a5f-83f4d7a6726a,,,,,,,,B-230N-GB037K-J4S1NF,
fdb1ce61-da53-4554-836e-b54360cc188f,,,,,,,,B-2301-GB037K-QPY3LX,
074dd80e-919b-49ca-a068-4fe4cbc338a5,,,,,,,,B-230Z-GB037K-QQ4H0T,
b4ac2737-81b5-4900-9bd0-0d7b41381495,,,,,,,,B-230G-GB037K-MQ8V9M,
851fc06d-0ee6-4d88-858e-487cad378e00,,,,,,,,B-230T-GB037K-W1Z5SW,
9d8ce68c-5459-4967-aac8-a0ff04a29c2b,,,,,,,,B-230T-GB037K-88LYRX,
e3d0f409-4987-4bee-ab33-910e8bb97c9c,,,,,,,,B-2300-GB037K-QMN11V,
91dd3476-7025-493d-a610-4ed6c92964a9,,,,,,,,B-2303-GB037K-1MFRBV,
7a6f5768-be48-4a27-a956-c1582edef8bd,,,,,,,,B-230F-GB037K-S6G5G8,
82f1eae4-3385-4478-a5ea-70cd428474f3,,,,,,,,B-230K-GB037K-B3V8DJ,
c5ea6027-1812-4e5b-a236-900372433c03,,,,,,,,B-230S-GB037K-8Z0K3S,
797565bb-9968-444b-9af2-9eac79ca44c6,,,,,,,,B-2308-GB037K-KKQB4W,
7ce69f8f-5ae4-40c1-80b2-d8399f1edb64,,,,,,,,B-230Z-GB037K-3SW4Q8,
f5756d9b-968b-4514-ba6a-73fddae62f20,,,,,,,,B-230S-GB037K-836YCT,
f161da6c-1ac0-4ae0-a5ac-6a2e60cf25dd,,,,,,,,B-2308-GB037K-YPJ98G,
8e39213c-a890-42e1-a6d2-4c9eddb39cff,,,,,,,,B-230V-GB037K-FF3GWG,
98665798-dd78-4998-895f-085627726723,,,,,,,,B-2307-GB037K-TFH4Z9,
157ee08f-816e-4235-8b88-a50e9d231a14,,,,,,,,B-230K-GB037K-ZH48C7,
f7d8ae65-1bdd-4175-bdc7-a610e24b7b78,,,,,,,,B-2300-GB037K-6P73BC,
eb52a3f3-c890-4fd5-b34d-fb02216a103b,,,,,,,,B-2303-GB037K-THHR3C,
c2b35033-a714-4db3-964c-6b546bf7e6b5,,,,,,,,B-2302-GB037K-W942MZ,
10fc5193-b249-4c70-9526-c316b8991d10,,,,,,,,B-230K-GB037K-MPVX48,
677f0633-2c4e-4df8-9436-d7ce9fee055f,,,,,,,,B-2301-GB037K-T9HDX1,
10505166-001b-47f2-b1e8-cbd9f1405ff1,,,,,,,,B-230P-GB037K-H3THTW,
7cea2341-82f2-44a5-bbe5-db0fd8548fe7,,,,,,,,B-230M-GB037K-ZQ8S1R,
8cb7b10f-7ecd-441a-bd83-48b7551a382f,,,,,,,,B-230N-GB037K-4QTKVH,
b527a952-472b-4d32-8f0a-7a1b51230bdb,,,,,,,,B-230R-GB037K-X1L29R,
4b315846-1c64-455c-9121-6e27c1dc4d9e,,,,,,,,B-2309-GB037K-SFY4V2,
91de5abe-afc6-4ba0-8ad0-d084b17fd210,,,,,,,,B-230D-GB037K-BZ544K,
c4ff9044-f451-47a2-9cf5-55e81ed5b1c0,,,,,,,,B-230T-GB037K-WVWDZR,
80a38c8e-29a8-4129-9cf8-4d45b712730c,,,,,,,,B-230M-GB037K-4B9VBL,
6e4902df-479d-4ff3-9275-17372a9bc576,,,,,,,,B-230J-GB037K-W9HPQC,
77396068-d56b-4fe3-98e3-5367eeba76fc,,,,,,,,B-2305-GB037K-9SD00L,
6ce5069e-cad8-4001-89d2-26907dc4e819,,,,,,,,B-230T-GB037K-6YKRMN,
94e6e067-695a-4884-b9f2-ccd1b6d78a72,,,,,,,,B-2305-GB037K-J0SLZ6,
f7100a7e-adb5-4969-b1d3-c0a7dfd6e2b0,,,,,,,,B-230Z-GB037K-9TL4DN,
460a6994-f926-4308-bf0c-b5a6381512f8,,,,,,,,B-230K-GB037K-89D627,
174e649d-949a-4485-b84b-cc8a82f49104,,,,,,,,B-2301-GB037K-7TT6V1,
c15bb521-f9e0-441f-aa0a-477371816bd4,,,,,,,,B-230T-GB037K-59XWYJ,
204c79ea-7f9a-443f-866f-6005b2594f18,,,,,,,,B-2307-GB037K-7LP3LY,
10675540-984d-4638-a65f-c875e78dd191,,,,,,,,B-2302-GB037K-NYVWC9,
5902ff4e-3a0a-4272-84cf-c15cf171b168,,,,,,,,B-230Q-GB037K-ZT4KV9,
9d0a4414-f0cd-417a-b806-3718101636e0,,,,,,,,B-2305-GB037K-RFZL82,
c053432e-39c6-432c-b00a-701ea8574551,,,,,,,,B-2307-GB037K-XYR1KY,
32f6849b-c37f-4105-8e1b-7326ed2a2d9c,,,,,,,,B-230C-GB037K-JP5WDM,
06ab4e04-1447-47a0-9a20-a6f7573939c5,,,,,,,,B-230R-GB037K-HZ1FDB,
c9cfd07f-691c-44f9-a79d-4baf6c9bb7a8,,,,,,,,B-230R-GB037K-4HBG61,
0bb32681-df31-45cf-a36d-ba2f828fe7ef,,,,,,,,B-230C-GB037K-GBSP6T,
af1b5547-74c7-48f2-b2d9-444d0d956251,,,,,,,,B-230Y-GB037K-S8X7RX,
348e366a-3904-46aa-926d-49f9069d23fa,,,,,,,,B-230Q-GB037K-FVH51N,
77a8fede-fe53-4197-a802-58c5ebf0708d,,,,,,,,B-2301-GB037K-6L81V0,
948ac2a7-1ca1-4ac8-8d25-7c93a0f6e5b6,,,,,,,,B-2309-GB037K-0DV3M7,
2793257a-bdaf-4345-b9cf-8a10d591ea96,,,,,,,,B-2308-GB037K-VVYNCJ,
b050aa92-a5b9-4475-a70c-108740d18db3,,,,,,,,B-230V-GB037K-73BCXT,
5827ff23-bbd1-48c7-a099-84122d168ac7,,,,,,,,B-2307-GB037K-7KRKND,
1b40cd42-673f-4696-a9d3-596ab2335437,,,,,,,,B-230R-GB037K-FPZ16B,
848faff4-2437-43e4-b4ff-cd23fc286d2b,,,,,,,,B-230Y-GB037K-FGK327,
5fb45706-4255-438a-a5d8-29654eb650b1,,,,,,,,B-230V-GB037K-FHQV17,
4ffa997c-8b3e-40af-a6d4-e806b0acef59,,,,,,,,B-230X-GB037K-Z4F6NF,
204f1a14-0a08-4e81-8d01-bbd8984e47dd,,,,,,,,B-2307-GB037K-SHYY4V,
5b692764-0f74-40af-8f63-279d4d99a4f7,,,,,,,,B-230X-GB037K-VBNK76,
dd5a21f8-7431-4713-ae6b-7b8bf03d74e0,,,,,,,,B-230J-GB037K-GTJQS4,
81d6091a-fb13-4559-a689-bb34b89045e7,,,,,,,,B-2305-GB037K-VS887P,
14a3a047-94a6-4279-859c-8ddd4a18e4f9,,,,,,,,B-2304-GB037K-93YN5W,
31eac5fd-2662-4c6b-8c19-c5278b07e200,,,,,,,,B-230B-GB037K-YRVQHH,
b8fef6d0-3114-4471-8203-fe0b324cf97b,,,,,,,,B-230Z-GB037K-NC88B0,
6dd09559-842f-400f-b1de-3e824510afc5,,,,,,,,B-230C-GB037K-HFJTBP,
54e8cc83-b361-481e-a243-c7da1171c9f1,,,,,,,,B-230C-GB037K-4QN4ZN,
e16ffb1b-58ea-448d-bdd5-b6031b803ad2,,,,,,,,B-2304-GB037K-2037RW,
a2131a21-46fb-4f5e-97eb-8572656b13b5,,,,,,,,B-230P-GB037K-TFD42R,
203b30a2-6f9e-47a0-9da8-e7fa3c996eea,,,,,,,,B-2303-GB037K-640569,
ca9f690b-038b-469b-b1f0-3c3f8900b58f,,,,,,,,B-230Z-GB037K-TN3BV4,
5f0b38b9-9bcb-41da-927f-6fc69d799da6,,,,,,,,B-230W-GB037K-KJZJCV,
5da9847e-86bb-4739-886e-99a1a2b37a39,,,,,,,,B-2301-GB037K-7LS9GL,
a1076318-0a70-4d66-8393-4150728097a4,,,,,,,,B-230K-GB037K-DCZ8XK,
f64ceb5c-5de6-42c0-b9d6-6b213626176d,,,,,,,,B-230F-GB037K-NH1NRR,
2755185e-96a0-4910-896c-880d5d3393f6,,,,,,,,B-2308-GB037K-R7Z0PJ,
63a7435d-e7d5-4083-a58d-583c04c2c3cd,,,,,,,,B-230X-GB037K-7ZBD4R,
66de2643-672c-42f4-aa55-0cb8af9bb980,,,,,,,,B-2307-GB037K-36X34P,
1b52fe86-cc44-4e4c-bee1-43a8509691b9,,,,,,,,B-2308-GB037K-S6R9Y6,
9a51e268-9319-4753-93c9-988ca6643094,,,,,,,,B-230B-GB037K-5CFDZX,
71d0f202-9b7f-4b6f-87f9-c8067b01bc69,,,,,,,,B-230Z-GB037K-MN01QV,
8cf7af38-5759-4525-aac2-96fdc0a6010d,,,,,,,,B-230J-GB037K-X96YLH,
450110bf-06d1-4305-a82c-0dcdff2f8125,,,,,,,,B-230B-GB037K-YRNBD5,
b6d71a01-13f8-49ce-8063-e370e9b886e6,,,,,,,,B-2308-GB037K-MHR7RB,
a404061e-eb28-4c3f-9e67-13926644ca07,,,,,,,,B-230C-GB037K-G0DGBM,
6355ee6d-2b7f-41ef-a572-680669f2c8e8,,,,,,,,B-2309-GB037K-TN6MR5,
a0417cdc-1cdc-4d93-9ac5-f7bc220e99a2,,,,,,,,B-230Q-GB037K-JHQNJQ,
8647de4f-acec-43b4-b80a-7d367b40d2d1,,,,,,,,B-230D-GB037K-4VS8FV,
771c01c2-a602-4d4c-a343-f35d6c78ec19,,,,,,,,B-2301-GB037K-6PTJWV,
609bb931-fb2f-4236-9be4-dde6f6061aa5,,,,,,,,B-230Q-GB037K-LKZH4W,
cd754558-e60b-4a7a-9aa5-4b729fb8add9,,,,,,,,B-2307-GB037K-813JPJ,
97061750-4a14-42aa-a0d7-e4b918b7c8ff,,,,,,,,B-230W-GB037K-2T2WX1,
0cfa3824-713e-4f25-8114-33fd3e4c26db,,,,,,,,B-230J-GB037K-M7LNQM,
c6b54f25-d981-48ec-9688-e054cc3247a6,,,,,,,,B-230Z-GB037K-3GWLHC,
3b61ddb0-9951-4167-8bb0-f2db4c59310b,,,,,,,,B-2300-GB037K-M5YWMP,
f4dfe99b-1e2d-40ba-ba45-126c7aab45a0,,,,,,,,B-230D-GB037K-BP39T2,
36d412bc-c361-4812-8106-b7675cdd15d3,,,,,,,,B-230B-GB037K-TX1TQY,
cb9947fa-0f01-4d11-a616-60c4c9d8a78c,,,,,,,,B-2301-GB037K-V2WWKQ,
fc505bba-136b-44a0-8a3a-3694fbf7a83d,,,,,,,,B-230Q-GB037K-PCPQMK,
f2176e41-fb91-49b8-8d38-e7e6dc426909,,,,,,,,B-2308-GB037K-Y3TBR7,
3f5016c5-dcc8-4703-9591-0a49ceeb8e42,,,,,,,,B-230P-GB037K-W5CV55,
41bc9ba9-2733-4772-817d-d6c5e9bf2da9,,,,,,,,B-2300-GB037K-7BY5SG,
5cd4959d-1f34-4ad0-9ee9-6ff829f0d823,,,,,,,,B-230R-GB037K-2W8DDN,
cd67bab6-f739-4268-a885-d2e6e0685498,,,,,,,,B-2306-GB037K-3DRMNL,
65abafdc-a9b7-4f94-83ec-4bb255e44ec1,,,,,,,,B-2300-GB037K-B2SYDD,
75b8502a-448c-4253-8ac7-12128953c367,,,,,,,,B-230B-GB037K-41CCVH,
a7ca25f7-d17f-41ce-9f6a-f9df97c5b5d5,,,,,,,,B-230F-GB037K-5QPSV4,
ee195c95-8a17-484b-905a-e51ba97db105,,,,,,,,B-230G-GB037K-R3WR4R,
7f2ed266-5e35-4217-b200-c4c24f9a5b81,,,,,,,,B-230N-GB037K-BY3T65,
41d0e4b4-4f8b-4b75-9fc5-0d795b99d606,,,,,,,,B-230Z-GB037K-FL6MQB,
307b6a1b-c728-4bcc-acf4-136f654b4c79,,,,,,,,B-230V-GB037K-CPFG6M,
2f4704f7-0ab5-4e83-8ef4-321cbc511edd,,,,,,,,B-2304-GB037K-L0RMHL,
f068c0bd-12be-4798-b721-3fecbfd6f223,,,,,,,,B-230Q-GB037K-SHZXWL,
c6606413-32f6-48c4-bd0c-e975206ecfa6,,,,,,,,B-230V-GB037K-DRX1XR,
3d5cb070-206a-48f1-838f-3b63ebf079fc,,,,,,,,B-230L-GB037K-66DCDY,
70c47b6e-be9e-4621-8043-39f473c80abf,,,,,,,,B-2307-GB037K-DSLF3V,
19f25aed-8bd0-4a94-bd0b-e41319cad84b,,,,,,,,B-230K-GB037K-GP92Q7,
17a23da6-9c93-46c8-837a-0a231e88f7cb,,,,,,,,B-2303-GB037K-26Q19P,
1f6db47c-a9cc-438e-9890-c708e62d8f34,,,,,,,,B-2305-GB037K-HVVCF3,
acf4d7a0-71c0-47df-816c-f329c66d204b,,,,,,,,B-2300-GB037K-MH7JPC,
8f4ac982-1645-4f5e-929f-dd773f682695,,,,,,,,B-230L-GB037K-XK211W,
5a9c9653-08d2-47df-b6b0-475855d5267a,,,,,,,,B-230H-GB037K-4967SR,
18082121-85e5-4058-97cd-572766f087d5,,,,,,,,B-230R-GB037K-8L93PQ,
af928aaa-59f6-4056-ab3b-f9dcd1ac3aa4,,,,,,,,B-230F-GB037K-PZV8TR,
abc94438-9ef6-47a6-9647-2a4c0111fe99,,,,,,,,B-230F-GB037K-HZ27F4,
6c98aa3b-9ec8-41b1-9225-a394db5bb730,,,,,,,,B-2304-GB037K-59V769,
62b6642f-bab9-4187-baa2-c34c32f0da99,,,,,,,,B-230T-GB037K-1FJ6F3,
fbbd1618-0b9a-4fc1-9934-4a6a993b2794,,,,,,,,B-2306-GB037K-QTXLCQ,
fa0b5f4f-42aa-486e-9edc-296fe52ae400,,,,,,,,B-230B-GB037K-CC7H1R,
17be3f37-fa88-4c4b-b0c9-ad04eb45a7a3,,,,,,,,B-230Z-GB037K-2SJ1D2,
bb96e002-c392-47f2-b85d-6d1d818b2b6b,,,,,,,,B-230G-GB037K-MJ8Y00,
a2cf5259-32ec-45fa-83e4-e2225fed4074,,,,,,,,B-2308-GB037K-54V95K,
c26a3485-77a8-4cc6-a174-9888a89537e1,,,,,,,,B-230G-GB037K-YHNPC7,
892169c8-5a97-4163-9496-da638ed93486,,,,,,,,B-230W-GB037K-SS6PYD,
6f4331c8-c8f0-4235-a5e9-f26b2b3cf2a5,,,,,,,,B-2307-GB037K-WXKC67,
291cfc74-2a98-4bc8-be88-92126d20968e,,,,,,,,B-2301-GB037K-BF042Z,
c5363393-d5e9-4872-a524-8ccced4cb9f0,,,,,,,,B-2304-GB037K-CKQ534,
839129a2-d71f-4d4b-a945-5990579a7ed9,,,,,,,,B-230W-GB037K-9MFN2Q,
c1487d4c-d260-4505-94c5-612aa52b3b88,,,,,,,,B-230N-GB037K-345D4M,
370783c9-c93e-4b72-bfc1-f0d1bbd945eb,,,,,,,,B-230Z-GB037K-WDPJMS,
f3577960-7921-4e1d-9ff1-35d915217dce,,,,,,,,B-230H-GB037K-S5TD16,
08f077b9-991b-4339-988e-0bb241b91dcc,,,,,,,,B-230B-GB037K-9YV1W7,
d15dbda9-1a3e-44fc-9061-2a7a7f1e792d,,,,,,,,B-230F-GB037K-KGG75G,
73aac93a-bd7f-4e42-8843-5b6fa9356360,,,,,,,,B-230F-GB037K-5PTMBQ,
f72c65b9-046d-4017-996c-06a1c692ad07,,,,,,,,B-2306-GB037K-GTSWVB,
3f0f81b1-2459-4fa3-954b-08cbda4f0c9c,,,,,,,,B-2308-GB037K-N9CN60,
e590bf7f-85cf-4979-85dc-4ec647c22bd4,,,,,,,,B-2305-GB037K-SJCYRQ,
6e69a279-d52d-432d-a9cf-1531b4425c2f,,,,,,,,B-2304-GB037K-B2XM7W,
085f217b-2836-48e3-9de3-bfa5d11ec220,,,,,,,,B-230Q-GB037K-N5RQWG,
8d717b40-9f9d-463e-b7e3-e7c788fac928,,,,,,,,B-230H-GB037K-R5LBJ1,
9740d218-07cc-4c94-b764-e02c1a9c3e39,,,,,,,,B-230K-GB037K-M9TNRB,
673445b1-ea79-4273-ae66-04118847238c,,,,,,,,B-2306-GB037K-H506JQ,
9802cabc-4f24-4452-9029-d5bc8f5ee7f7,,,,,,,,B-230R-GB037K-TZZ6N1,
7c71a4e5-2aaa-4128-a459-d303465e217b,,,,,,,,B-230N-GB037K-GWSY87,
e21ebd7c-194f-4c30-8309-3b859da8e8ff,,,,,,,,B-230S-GB037K-JPKPKP,
5776f066-a82c-4f55-99be-d1e3be638c19,,,,,,,,B-230F-GB037K-HKJDC0,
01352e7e-94c0-4a2d-95fc-5e15de2bcc6d,,,,,,,,B-230G-GB037K-QPPN3J,
ed295c2d-7cbe-4cd9-9aa2-8d0117558505,,,,,,,,B-2301-GB037K-9TSGTS,
d135f560-fce2-4697-8472-475fa113bfa5,,,,,,,,B-230N-GB037K-LLGSTB,
e145607d-f135-4900-a295-61773942a02c,,,,,,,,B-2308-GB037K-J4CLZL,
f04662e9-4eb2-4f26-9045-8f6a4e9be19e,,,,,,,,B-230V-GB037K-4G726N,
8b9c0475-b9bc-4ba3-9502-ccd88983b7eb,,,,,,,,B-230K-GB037K-51LNJH,
35c2f8fb-292e-4ace-9d0d-4c391bfa6b25,,,,,,,,B-230S-GB037K-JR7LPX,
71576c82-e36a-4689-88ed-a32ce75cdf7b,,,,,,,,B-230X-GB037K-C2GRQG,
4deda364-678c-48ea-829a-a5c262f8083a,,,,,,,,B-2302-GB037K-MCGWN0,
4bfe6032-bbe1-485e-8b29-2aa4a92ee6f1,,,,,,,,B-230J-GB037K-T1Q9PW,
54e2440f-5c63-4799-9c34-64ebd8412f6d,,,,,,,,B-230C-GB037K-52GPDH,
3dbc8f17-1d17-4c76-9bb1-9526dbea57eb,,,,,,,,B-230C-GB037K-85HDCL,
7659379a-17a8-48ee-ae2a-51b8392be511,,,,,,,,B-230N-GB037K-BLM8BF,
ea36d045-53e6-4411-a6ae-bd9a9ddc3678,,,,,,,,B-2305-GB037K-N30SQT,
3dde5fe3-7132-49f8-8373-deae64b515a6,,,,,,,,B-230L-GB037K-Q9JD7B,
8642f061-84de-40ea-a79e-358cdac8435b,,,,,,,,B-230T-GB037K-D7NPJ7,
307b42c4-ba6f-4361-9511-29ebce090e25,,,,,,,,B-2301-GB037K-F6L2BB,
cfdfb14a-3366-4c5b-8864-1d42fed2f880,,,,,,,,B-230M-GB037K-SGJW1V,
817b566c-d929-4166-97f3-b4131f9a439e,,,,,,,,B-230N-GB037K-1L2WR7,
3d16d7df-2b91-4f74-9f77-9a334aea52ae,,,,,,,,B-230Y-GB037K-VHSP5W,
e95788eb-0432-4cc9-a4b8-e31726343f17,,,,,,,,B-230H-GB037K-BNVXQY,
